I,o,d
2142,272,117
2143,384,234
2144,435,3
2145,376,417
2146,267,362
2147,307,300
2148,346,61
2149,174,94
2150,160,419
2151,75,395
2152,438,15
2153,76,116
2154,266,321
2155,241,450
2156,2,280
2157,372,84
2158,3,187
2159,383,164
2160,213,346
2161,337,261
2162,42,334
2163,43,212
2164,246,178
2165,439,227
2166,157,302
2167,153,123
2168,403,35
2169,439,324
2170,302,320
2171,147,211
2172,276,327
2173,42,82
2174,247,451
2175,317,112
2176,53,381
2177,185,193
2178,271,154
2179,39,84
2180,362,437
2181,380,305
2182,350,77
2183,446,201
2184,57,425
2185,313,255
2186,198,264
2187,265,217
2188,436,299
2189,91,397
2190,31,202
2191,333,181
2192,398,292
2193,295,20
2194,81,67
2195,56,361
2196,83,74
2197,320,191
2198,198,148
2199,216,188
2200,49,422
2201,77,368
2202,208,152
2203,359,373
2204,220,405
2205,134,184
2206,188,279
2207,244,105
2208,216,412
2209,172,297
2210,353,278
2211,301,361
2212,331,222
2213,17,115
2214,426,331
2215,416,369
2216,426,106
2217,430,194
2218,340,303
2219,266,153
2220,334,370
2221,1,283
2222,41,91
2223,158,273
2224,218,155
2225,368,361
2226,328,49
2227,265,118
2228,263,210
2229,80,239
2230,411,398
2231,372,316
2232,128,314
2233,145,299
2234,118,35
2235,409,233
2236,399,75
2237,186,54
2238,377,62
2239,350,124
2240,365,373
2241,293,188
2242,328,407
2243,273,158
2244,221,392
2245,139,315
2246,106,416
2247,236,250
2248,452,417
2249,162,418
2250,389,386
2251,324,65
2252,348,215
2253,294,103
2254,216,228
2255,186,228
2256,134,11
2257,359,106
2258,33,223
2259,172,454
2260,243,369
2261,34,95
2262,53,130
2263,452,49
2264,43,44
2265,135,409
2266,169,122
2267,34,205
2268,11,407
2269,348,235
2270,273,286
2271,338,342
2272,46,93
2273,362,434
2274,7,15
2275,238,97
2276,219,111
2277,441,121
2278,316,356
2279,28,319
2280,345,233
2281,52,307
2282,51,102
2283,66,251
2284,59,84
2285,154,40
2286,33,159
2287,246,32
2288,356,295
2289,358,49
2290,415,323
2291,266,62
2292,329,384
2293,104,144
2294,232,448
2295,421,74
2296,173,19
2297,158,154
2298,234,191
2299,199,335
2300,382,87
2301,317,261
2302,30,108
2303,425,114
2304,22,338
2305,78,445
2306,205,382
2307,386,203
2308,213,247
2309,297,89
2310,450,372
2311,404,81
2312,123,58
2313,304,408
2314,422,90
2315,124,113
2316,323,206
2317,40,344
2318,4,28
2319,383,191
2320,210,134
2321,235,88
2322,9,115
2323,4,313
2324,360,419
2325,230,50
2326,21,124
2327,119,362
2328,100,35
2329,207,136
2330,77,60
2331,59,116
2332,436,3
2333,170,254
2334,382,301
2335,451,243
2336,215,49
2337,227,211
2338,372,32
2339,39,54
2340,159,269
2341,254,432
2342,103,156
2343,433,219
2344,198,335
2345,179,59
2346,121,96
2347,202,394
2348,234,255
2349,298,356
2350,408,406
2351,365,127
2352,270,263
2353,36,55
2354,191,163
2355,360,434
2356,331,30
2357,340,343
2358,124,189
2359,83,188
2360,274,280
2361,238,106
2362,386,246
2363,169,184
2364,34,64
2365,180,385
2366,115,320
2367,81,142
2368,130,285
2369,4,98
2370,449,235
2371,56,121
2372,160,79
2373,324,111
2374,330,335
2375,102,200
2376,80,165
2377,17,259
2378,355,218
2379,328,299
2380,417,8
2381,58,437
2382,127,333
2383,424,406
2384,32,433
2385,448,207
2386,9,114
2387,233,394
2388,79,6
2389,6,423
2390,38,219
2391,179,210
2392,128,397
2393,362,334
2394,210,67
2395,54,298
2396,241,291
2397,64,51
2398,220,385
2399,72,121
2400,445,125
2401,192,112
2402,432,433
2403,78,279
2404,444,322
2405,186,68
2406,358,209
2407,146,36
2408,80,60
2409,114,323
2410,439,89
2411,296,285
2412,132,74
2413,271,140
2414,207,404
2415,366,114
2416,182,148
2417,358,251
2418,291,123
2419,359,207
2420,191,317
2421,78,283
2422,134,45
2423,41,371
2424,293,387
2425,409,276
2426,288,204
2427,288,186
2428,274,162
2429,256,420
2430,280,168
2431,247,321
2432,160,231
2433,265,242
2434,444,335
2435,439,144
2436,167,144
2437,377,323
2438,276,265
2439,80,263
2440,116,155
2441,29,214
2442,8,223
2443,150,384
2444,410,232
2445,215,340
2446,303,394
2447,140,380
2448,89,371
2449,255,342
2450,180,350
2451,242,323
2452,50,4
2453,387,139
2454,34,284
2455,150,347
2456,342,267
2457,280,270
2458,269,200
2459,152,356
2460,257,139
2461,331,339
2462,127,438
2463,322,405
2464,87,239
2465,40,331
2466,442,249
2467,118,19
2468,443,335
2469,58,245
2470,379,284
2471,385,395
2472,167,438
2473,63,57
2474,242,331
2475,210,231
2476,189,153
2477,211,340
2478,306,279
2479,156,374
2480,261,390
2481,206,214
2482,397,222
2483,161,109
2484,258,284
2485,390,262
2486,329,252
2487,25,283
2488,68,350
2489,120,344
2490,103,370
2491,12,75
2492,266,12
2493,155,33
2494,300,354
2495,76,97
2496,306,118
2497,289,236
2498,68,292
2499,198,90
2500,431,416
2501,92,90
2502,383,107
2503,282,103
2504,169,191
2505,192,164
2506,275,153
2507,161,251
2508,400,182
2509,19,131
2510,380,58
2511,82,285
2512,357,26
2513,49,208
2514,99,255
2515,237,337
2516,319,414
2517,447,113
2518,298,391
2519,227,22
2520,331,287
2521,443,202
2522,83,176
2523,171,322
2524,161,188
2525,286,436
2526,303,429
2527,343,58
2528,232,35
2529,188,79
2530,163,62
2531,116,331
2532,159,267
2533,150,398
2534,351,162
2535,31,58
2536,368,383
2537,327,156
2538,380,275
2539,158,253
2540,409,92
2541,438,180
2542,264,293
2543,385,380
2544,5,168
2545,52,385
2546,385,149
2547,93,262
2548,73,392
2549,9,362
2550,175,90
2551,99,65
2552,144,384
2553,307,96
2554,39,151
2555,30,236
2556,214,180
2557,99,61
2558,214,356
2559,86,392
2560,194,393
2561,133,87
2562,258,318
2563,183,10
2564,162,46
2565,422,424
2566,273,234
2567,265,433
2568,257,293
2569,26,302
2570,91,348
2571,165,251
2572,295,263
2573,331,367
2574,93,191
2575,74,5
2576,47,74
2577,339,94
2578,349,123
2579,147,324
2580,338,93
2581,334,228
2582,427,29
2583,351,50
2584,150,415
2585,380,282
2586,84,153
2587,354,342
2588,332,40
2589,274,374
2590,350,340
2591,446,51
2592,163,0
2593,184,119
2594,365,391
2595,220,372
2596,65,389
2597,425,89
2598,217,200
2599,114,163
2600,305,150
2601,335,5
2602,296,20
2603,323,288
2604,237,204
2605,231,163
2606,102,444
2607,298,293
2608,171,245
2609,310,252
2610,271,356
2611,151,340
2612,34,82
2613,400,323
2614,426,327
2615,17,375
2616,77,216
2617,83,209
2618,54,366
2619,308,183
2620,31,48
2621,136,21
2622,48,165
2623,200,133
2624,83,446
2625,203,369
2626,192,215
2627,213,294
2628,150,61
2629,317,107
2630,83,332
2631,31,316
2632,386,278
2633,226,174
2634,405,296
2635,248,279
2636,354,438
2637,254,72
2638,154,445
2639,76,381
2640,240,147
2641,101,161
2642,34,109
2643,160,111
2644,411,292
2645,143,294
2646,368,22
2647,201,325
2648,404,133
2649,273,274
2650,401,258
2651,430,383
2652,37,441
2653,414,90
2654,449,16
2655,14,6
2656,183,251
2657,77,180
2658,301,57
2659,374,120
2660,293,343
2661,85,24
2662,223,12
2663,258,373
2664,327,431
2665,36,87
2666,340,384
2667,400,331
2668,375,159
2669,97,283
2670,97,168
2671,52,168
2672,261,176
2673,414,214
2674,171,93
2675,432,141
2676,141,27
2677,239,250
2678,100,415
2679,295,448
2680,250,316
2681,285,102
2682,213,231
2683,434,189
2684,335,190
2685,229,417
2686,73,43
2687,348,321
2688,218,394
2689,108,323
2690,17,439
2691,64,207
2692,45,367
2693,123,215
2694,390,252
2695,369,141
2696,350,368
2697,441,193
2698,108,120
2699,212,45
2700,309,321
2701,447,284
2702,311,152
2703,288,116
2704,342,227
2705,106,171
2706,133,387
2707,115,240
2708,423,115
2709,115,160
2710,27,106
2711,236,134
2712,424,436
2713,355,353
2714,174,148
2715,422,67
2716,437,195
2717,306,252
2718,444,218
2719,371,317
2720,28,333
2721,82,146
2722,401,387
2723,281,222
2724,44,284
2725,78,92
2726,424,272
2727,177,160
2728,21,198
2729,356,181
2730,29,98
2731,370,134
2732,442,214
2733,249,67
2734,95,22
2735,309,10
2736,407,342
2737,399,163
2738,288,74
2739,209,370
2740,170,77
2741,437,190
2742,230,86
2743,288,7
2744,231,225
2745,260,3
2746,6,346
2747,355,316
2748,380,70
2749,201,269
2750,417,277
2751,20,321
2752,131,95
2753,131,358
2754,398,178
2755,124,85
2756,175,225
2757,394,454
2758,354,419
2759,297,386
2760,337,214
2761,415,434
2762,394,96
2763,274,123
2764,204,250
2765,15,340
2766,213,353
2767,62,267
2768,397,282
2769,18,47
2770,170,257
2771,149,93
2772,99,263
2773,233,123
2774,306,405
2775,268,124
2776,257,3
2777,109,136
2778,78,96
2779,286,268
2780,162,34
2781,400,196
2782,423,92
2783,246,221
2784,126,441
2785,122,209
2786,58,360
2787,338,163
2788,39,342
2789,248,364
2790,104,151
2791,173,370
2792,445,91
2793,301,369
2794,35,123
2795,187,27
2796,14,297
2797,172,75
2798,359,101
2799,195,304
2800,120,56
2801,225,330
2802,154,153
2803,47,433
2804,422,50
2805,347,105
2806,2,268
2807,213,139
2808,123,333
2809,296,150
2810,46,278
2811,333,325
2812,368,308
2813,304,213
2814,76,196
2815,68,134
2816,9,397
2817,181,247
2818,419,352
2819,369,322
2820,64,103
2821,386,103
2822,67,279
2823,52,96
2824,209,353
2825,118,342
2826,232,277
2827,227,256
2828,74,271
2829,8,250
2830,422,277
2831,26,301
2832,223,227
2833,158,349
2834,332,303
2835,427,365
2836,72,62
2837,71,406
2838,146,392
2839,406,254
2840,64,354
2841,110,166
2842,269,132
2843,430,192
2844,289,0
2845,359,63
2846,442,143
2847,14,9
2848,116,274
2849,360,10
2850,146,426
2851,199,381
2852,447,398
2853,173,12
2854,222,290
2855,337,294
2856,120,72
2857,305,284
2858,75,19
2859,89,393
2860,187,258
2861,437,6
2862,177,226
2863,245,304
2864,45,52
2865,77,444
2866,252,108
2867,30,417
2868,94,210
2869,34,295
2870,378,118
2871,8,371
2872,356,43
2873,434,71
2874,73,174
2875,379,180
2876,279,37
2877,393,280
2878,168,284
2879,105,283
2880,158,185
2881,292,212
2882,209,267
2883,251,280
2884,157,296
2885,64,73
2886,240,305
2887,13,383
2888,183,222
2889,115,412
2890,407,69
2891,433,211
2892,97,349
2893,11,10
2894,238,81
2895,159,177
2896,68,25
2897,372,220
2898,408,146
2899,150,105
2900,438,108
2901,396,302
2902,188,53
2903,285,251
2904,143,394
2905,117,219
2906,48,382
2907,362,126
2908,376,340
2909,450,94
2910,277,38
2911,105,314
2912,48,66
2913,19,212
2914,86,337
2915,183,19
2916,109,337
2917,325,271
2918,212,54
2919,52,131
2920,374,415
2921,323,324
2922,33,366
2923,194,87
2924,39,296
2925,132,187
2926,370,164
2927,136,174
2928,427,435
2929,383,359
2930,191,443
2931,221,291
2932,278,137
2933,366,1
2934,155,16
2935,267,134
2936,246,15
2937,120,122
2938,349,212
2939,103,238
2940,349,6
2941,5,386
2942,418,119
2943,405,182
2944,46,206
2945,194,262
2946,316,12
2947,447,372
2948,173,132
2949,373,222
2950,119,278
2951,134,308
2952,34,375
2953,102,300
2954,439,21
2955,86,215
2956,50,279
2957,239,442
2958,27,244
2959,74,453
2960,415,7
2961,53,317
2962,3,439
2963,166,4
2964,97,214
2965,173,390
2966,397,192
2967,264,406
2968,289,248
2969,162,260
2970,284,213
2971,113,34
2972,349,371
2973,229,320
2974,81,284
2975,414,170
2976,137,296
2977,161,66
2978,269,122
2979,420,300
2980,3,335
2981,289,154
2982,42,423
2983,323,178
2984,365,199
2985,326,180
2986,285,244
2987,84,98
2988,18,241
2989,258,208
2990,410,260
2991,260,446
2992,371,169
2993,395,228
2994,308,411
2995,85,248
2996,313,115
2997,222,68
2998,152,397
2999,131,1
3000,403,314
3001,445,339
3002,438,383
3003,430,56
3004,43,104
3005,352,6
3006,14,447
3007,276,281
3008,131,118
3009,413,344
3010,57,441
3011,246,129
3012,275,199
3013,121,371
3014,253,151
3015,406,387
3016,249,83
3017,223,299
3018,64,373
3019,332,256
3020,185,67
3021,50,337
3022,168,213
3023,184,305
3024,372,427
3025,43,214
3026,454,162
3027,250,64
3028,151,16
3029,358,297
3030,132,202
3031,317,387
3032,1,23
3033,208,137
3034,357,413
3035,79,429
3036,172,138
3037,90,53
3038,166,273
3039,387,379
3040,117,153
3041,383,247
3042,217,172
3043,58,454
3044,423,173
3045,288,268
3046,151,301
3047,362,417
3048,390,96
3049,362,207
3050,48,312
3051,448,87
3052,451,129
3053,49,0
3054,446,402
3055,208,363
3056,315,94
3057,277,447
3058,433,67
3059,135,118
3060,15,159
3061,139,198
3062,334,320
3063,7,191
3064,398,67
3065,380,313
3066,347,36
3067,358,217
3068,413,353
3069,245,176
3070,449,22
3071,297,154
3072,91,275
3073,147,76
3074,65,67
3075,105,130
3076,142,68
3077,248,356
3078,9,72
3079,279,314
3080,214,237
3081,438,82
3082,345,207
3083,376,154
3084,201,43
3085,76,127
3086,259,281
3087,91,127
3088,428,271
3089,107,5
3090,340,86
3091,226,193
3092,385,300
3093,360,275
3094,58,172
3095,441,341
3096,64,393
3097,235,124
3098,122,434
3099,80,398
3100,420,431
3101,308,397
3102,16,62
3103,223,89
3104,97,425
3105,178,317
3106,339,15
3107,212,363
3108,153,251
3109,350,58
3110,358,409
3111,41,331
3112,107,304
3113,446,154
3114,366,264
3115,126,230
3116,444,74
3117,73,93
3118,238,211
3119,15,87
3120,386,263
3121,354,439
3122,172,419
3123,157,159
3124,225,198
3125,294,241
3126,185,23
3127,44,173
3128,191,164
3129,423,166
3130,323,108
3131,62,85
3132,74,454
3133,65,169
3134,317,15
3135,403,379
3136,9,68
3137,196,366
3138,161,0
3139,433,279
3140,340,102
3141,28,230
3142,359,256
3143,270,184
3144,411,106
3145,366,291
3146,216,195
3147,403,342
3148,191,331
3149,350,273
3150,52,393
3151,302,199
3152,303,99
3153,55,121
3154,422,307
3155,386,277
3156,34,115
3157,422,454
3158,175,374
3159,267,313
3160,424,147
3161,347,165
3162,408,159
3163,3,212
3164,414,351
3165,240,33
3166,372,445
3167,247,88
3168,426,172
3169,133,378
3170,397,183
3171,195,66
3172,224,141
3173,312,381
3174,95,251
3175,213,238
3176,156,281
3177,10,132
3178,279,205
3179,360,118
3180,178,266
3181,236,224
3182,196,215
3183,413,334
3184,223,95
3185,175,178
3186,319,349
3187,275,315
3188,289,129
3189,167,326
3190,226,91
3191,275,22
3192,362,200
3193,146,41
3194,183,184
3195,361,386
3196,4,114
3197,435,45
3198,180,308
3199,140,330
3200,281,331
3201,308,105
3202,40,350
3203,87,40
3204,208,249
3205,410,328
3206,385,232
3207,450,147
3208,187,306
3209,137,306
3210,138,384
3211,313,381
3212,106,202
3213,108,391
3214,420,72
3215,225,415
3216,14,396
3217,219,220
3218,308,302
3219,166,86
3220,343,362
3221,345,66
3222,128,154
3223,185,451
3224,22,205
3225,3,433
3226,126,226
3227,192,128
3228,281,138
3229,196,353
3230,230,207
3231,58,278
3232,274,139
3233,228,7
3234,355,81
3235,77,49
3236,212,181
3237,266,306
3238,120,304
3239,384,306
3240,167,295
3241,373,115
3242,100,246
3243,171,424
3244,14,308
3245,218,82
3246,181,156
3247,365,288
3248,345,26
3249,332,352
3250,85,179
3251,42,351
3252,433,305
3253,360,156
3254,229,255
3255,394,101
3256,212,50
3257,248,144
3258,190,258
3259,102,49
3260,286,355
3261,172,170
3262,167,12
3263,280,72
3264,421,266
3265,326,355
3266,334,150
3267,134,61
3268,10,251
3269,286,214
3270,73,21
3271,381,341
3272,193,108
3273,321,229
3274,372,354
3275,235,101
3276,431,127
3277,14,150
3278,238,201
3279,395,94
3280,317,146
3281,152,78
3282,234,179
3283,259,195
3284,203,138
3285,361,272
3286,237,430
3287,394,190
3288,303,22
3289,79,272
3290,332,397
3291,361,231
3292,331,378
3293,293,1
3294,11,313
3295,410,95
3296,146,18
3297,220,34
3298,347,390
3299,221,179
3300,349,165
3301,99,161
3302,236,127
3303,316,174
3304,62,206
3305,275,6
3306,27,263
3307,215,75
3308,377,308
3309,139,253
3310,122,260
3311,230,356
3312,426,423
3313,400,188
3314,104,107
3315,296,253
3316,208,333
3317,156,115
3318,100,15
3319,134,260
3320,419,261
3321,298,387
3322,151,247
3323,272,197
3324,159,32
3325,156,232
3326,277,235
3327,378,174
3328,189,361
3329,273,266
3330,331,453
3331,213,311
3332,288,442
3333,35,173
3334,294,437
3335,265,49
3336,426,33
3337,89,296
3338,40,57
3339,350,123
3340,335,13
3341,361,253
3342,390,232
3343,78,114
3344,99,421
3345,52,232
3346,423,348
3347,88,51
3348,28,407
3349,227,137
3350,346,89
3351,442,318
3352,241,222
3353,400,411
3354,381,365
3355,22,45
3356,337,112
3357,318,257
3358,49,11
3359,51,372
3360,315,184
3361,271,338
3362,16,391
3363,4,39
3364,454,435
3365,243,424
3366,418,227
3367,89,406
3368,367,177
3369,422,339
3370,379,206
3371,34,367
3372,277,78
3373,200,167
3374,363,191
3375,332,70
3376,255,309
3377,355,323
3378,120,229
3379,288,112
3380,408,71
3381,418,197
3382,46,329
3383,137,371
3384,195,452
3385,232,395
3386,254,159
3387,170,270
3388,216,418
3389,76,215
3390,378,20
3391,97,202
3392,439,398
3393,371,293
3394,222,417
3395,280,261
3396,386,264
3397,34,400
3398,246,48
3399,32,255
3400,198,136
3401,204,140
3402,222,216
3403,41,27
3404,26,178
3405,321,287
3406,146,343
3407,382,283
3408,397,370
3409,348,445
3410,11,304
3411,295,193
3412,380,377
3413,90,419
3414,264,38
3415,163,454
3416,301,303
3417,124,37
3418,422,102
3419,351,45
3420,245,153
3421,31,371
3422,24,46
3423,265,98
3424,439,311
3425,59,407
3426,20,333
3427,263,50
3428,62,334
3429,410,165
3430,387,312
3431,383,250
3432,5,19
3433,223,293
3434,423,152
3435,142,0
3436,368,271
3437,450,217
3438,350,307
3439,425,312
3440,309,32
3441,382,162
3442,210,294
3443,5,362
3444,87,89
3445,250,412
3446,119,83
3447,331,277
3448,402,386
3449,259,106
3450,204,329
3451,178,192
3452,338,58
3453,6,269
3454,89,148
3455,0,327
3456,278,89
3457,183,262
3458,142,242
3459,206,145
3460,338,181
3461,426,415
3462,115,355
3463,98,333
3464,36,318
3465,334,277
3466,356,402
3467,283,321
3468,271,171
3469,398,49
3470,195,222
3471,63,261
3472,62,142
3473,172,382
3474,241,65
3475,451,28
3476,424,284
3477,126,91
3478,198,396
3479,284,217
3480,299,245
3481,280,80
3482,83,6
3483,14,20
3484,324,430
3485,291,446
3486,443,357
3487,99,49
3488,289,209
3489,41,163
3490,294,235
3491,175,97
3492,259,359
3493,353,87
3494,163,220
3495,335,234
3496,18,105
3497,247,97
3498,296,163
3499,325,33
3500,406,407
3501,192,137
3502,393,35
3503,364,249
3504,221,385
3505,311,93
3506,89,26
3507,370,351
3508,91,120
3509,275,436
3510,417,306
3511,45,78
3512,181,11
3513,223,147
3514,254,28
3515,380,36
3516,42,4
3517,440,6
3518,173,360
3519,303,7
3520,41,193
3521,371,368
3522,413,247
3523,105,213
3524,186,13
3525,195,98
3526,6,198
3527,266,4
3528,198,84
3529,114,439
3530,207,10
3531,48,258
3532,199,210
3533,129,252
3534,33,315
3535,327,399
3536,112,268
3537,0,403
3538,79,187
3539,185,428
3540,361,299
3541,315,64
3542,30,326
3543,417,391
3544,127,125
3545,318,296
3546,22,409
3547,341,174
3548,283,118
3549,13,221
3550,15,37
3551,153,96
3552,35,189
3553,394,1
3554,3,410
3555,72,253
3556,97,367
3557,11,89
3558,317,336
3559,116,43
3560,439,165
3561,304,33
3562,32,37
3563,436,75
3564,182,276
3565,112,206
3566,67,91
3567,401,312
3568,169,440
3569,297,277
3570,454,392
3571,28,178
3572,322,249
3573,403,384
3574,218,447
3575,378,306
3576,367,98
3577,449,347
3578,233,342
3579,355,33
3580,105,187
3581,136,422
3582,361,59
3583,26,276
3584,152,305
3585,390,56
3586,211,77
3587,68,357
3588,285,26
3589,199,25
3590,409,286
3591,444,331
3592,318,111
3593,73,49
3594,189,353
3595,167,316
3596,128,150
3597,215,299
3598,357,91
3599,211,360
3600,173,397
3601,105,149
3602,269,416
3603,26,350
3604,401,416
3605,357,14
3606,374,26
3607,237,49
3608,333,258
3609,381,450
3610,417,58
3611,212,71
3612,443,54
3613,361,327
3614,60,280
3615,179,53
3616,191,337
3617,282,138
3618,108,128
3619,202,6
3620,326,216
3621,7,289
3622,119,102
3623,420,320
3624,65,111
3625,278,75
3626,13,110
3627,133,248
3628,55,167
3629,239,328
3630,245,394
3631,6,208
3632,78,36
3633,23,331
3634,115,38
3635,303,52
3636,245,180
3637,442,99
3638,121,201
3639,337,3
3640,363,325
3641,224,248
3642,359,325
3643,52,31
3644,170,304
3645,149,32
3646,333,38
3647,52,436
3648,52,285
3649,241,190
3650,222,425
3651,266,207
3652,47,384
3653,102,241
3654,366,193
3655,182,131
3656,257,402
3657,261,303
3658,390,442
3659,194,51
3660,59,434
3661,341,247
3662,311,107
3663,349,408
3664,363,26
3665,239,355
3666,105,406
3667,152,280
3668,24,383
3669,242,289
3670,340,391
3671,155,128
3672,119,232
3673,276,134
3674,40,391
3675,283,212
3676,15,213
3677,143,162
3678,422,242
3679,97,37
3680,129,80
3681,231,277
3682,65,284
3683,40,431
3684,245,288
3685,144,350
3686,140,371
3687,226,299
3688,342,286
3689,172,422
